event pre_time(s) post_time(s) val
rssi -12839028328 -12836464621 11022
rssi -12836464208 -12833846046 11022
rssi -12833845627 -12831144521 11061
rssi -12831133405 -12828518790 11061
rssi -12828507344 -12825950847 11061
rssi -12825950435 -12823259188 11022
rssi -12823247839 -12820632386 11022
rssi -12820621113 -12818060378 11022
rssi -12818059949 -12815375676 10988
rssi -12815374726 -12812746089 10988
rssi -12812734957 -12810114401 10988
rssi -12810103154 -12807483757 11212
rssi -12807482721 -12804859161 11212
rssi -12804848030 -12802228624 11212
rssi -12802204884 -12799598379 11116
rssi -12799587367 -12796969571 11116
rssi -12796958265 -12794396040 11116
rssi -12794395602 -12791771057 11206
rssi -12791770641 -12789144526 11206
rssi -12789144099 -12786509908 11206
rssi -12786509198 -12783881622 11167
rssi -12783881132 -12781254351 11167
rssi -12781253941 -12778608033 11167
rssi -12778607503 -12775968394 11128
rssi -12775956867 -12773362800 11128
rssi -12773362388 -12770731832 11128
rssi -12770731415 -12768103878 11072
rssi -12768103464 -12765463568 11072
rssi -12765462966 -12762814547 11077
rssi -12762813695 -12760211667 11077
rssi -12760211164 -12757584076 11077
rssi -12757583654 -12754952538 11184
rssi -12754952114 -12752320696 11184
rssi -12752320260 -12749693442 11184
rssi -12749693012 -12747061164 11061
rssi -12747060750 -12744435159 11061
rssi -12744434750 -12741805191 11061
rssi -12741804762 -12739175253 11049
rssi -12739174821 -12736480657 11049
rssi -12736469549 -12733849834 11049
rssi -12733838643 -12731286163 11027
rssi -12731285738 -12728589701 11027
rssi -12728578523 -12726026392 11027
rssi -12726025962 -12723393293 11055
rssi -12723392866 -12720702836 11055
rssi -12720691731 -12718072999 11055
rssi -12718061848 -12715513946 11072
rssi -12715513529 -12712813695 11072
rssi -12712802268 -12710181810 11072
rssi -12710170656 -12707551033 11016
rssi -12707539824 -12704923581 11016
rssi -12704912087 -12702356011 11016
rssi -12702355598 -12699724347 11016
rssi -12699723920 -12697098623 11016
rssi -12697098199 -12694403840 11016
rssi -12694392602 -12691774524 11005
rssi -12691763469 -12689212053 11005
rssi -12689211628 -12686612961 11005
rssi -12686612526 -12683890279 10889
rssi -12683878842 -12681266719 10889
rssi -12681255493 -12678635905 10850
rssi -12678624656 -12676009712 10850
rssi -12676008694 -12673444435 10850
rssi -12673444008 -12670815833 10905
rssi -12670815403 -12668184700 10905
rssi -12668184268 -12665569074 10905
rssi -12665568648 -12662929496 10927
rssi -12662929064 -12660308795 10927
rssi -12660308376 -12657619817 10927
rssi -12657608634 -12654989210 11005
rssi -12654977893 -12652362098 11005
rssi -12652350725 -12649798624 11005
rssi -12649798190 -12647225295 11005
rssi -12647224875 -12644545342 11005
rssi -12644544910 -12641906671 11005
rssi -12641906240 -12639283287 10905
rssi -12639282871 -12636657588 10905
rssi -12636657161 -12633967997 10905
rssi -12633956914 -12631339718 10938
rssi -12631328590 -12628775904 10938
rssi -12628775471 -12626082183 10938
rssi -12626071145 -12623455004 11005
rssi -12623443857 -12620894142 11005
rssi -12620893708 -12618203626 11005
rssi -12618192079 -12615572082 11011
rssi -12615560913 -12612944877 11011
rssi -12612933688 -12610312864 11011
rssi -12610301878 -12607680671 11016
rssi -12607669406 -12605053416 11016
rssi -12605042107 -12602421365 11016
rssi -12602410153 -12599793512 11033
rssi -12599782320 -12597164451 11033
rssi -12597153427 -12594531741 10972
rssi -12594520624 -12591904593 10972
rssi -12591892952 -12589276754 10972
rssi -12589265537 -12586645050 11044
rssi -12586633433 -12584018939 11044
rssi -12584007440 -12581424527 11044
rssi -12581423592 -12578814154 11022
rssi -12578813739 -12576187341 11022
rssi -12576186910 -12573557665 11022
rssi -12573557231 -12570904016 11016
rssi -12570902892 -12568302073 11016
rssi -12568301060 -12565606160 11016
rssi -12565594815 -12562979738 10927
rssi -12562978787 -12560418000 10927
rssi -12560417564 -12557724794 10927
rssi -12557713843 -12555095267 10872
rssi -12555083984 -12552469556 10872
rssi -12552458007 -12549838895 10872
rssi -12549837944 -12547213338 10933
rssi -12547202007 -12544585318 10933
rssi -12544573998 -12542042405 10933
rssi -12542041294 -12539393392 10950
rssi -12539392978 -12536766305 10950
rssi -12536765784 -12534064777 10950
rssi -12534063857 -12531443438 10983
rssi -12531432199 -12528819758 10983
rssi -12528808573 -12526192744 10983
rssi -12526181810 -12523563679 10972
rssi -12523552459 -12520937442 10972
rssi -12520926253 -12518310681 10972
rssi -12518299598 -12515680697 10900
rssi -12515669470 -12513057749 10900
rssi -12513046434 -12510428933 10916
rssi -12510417795 -12507802228 10916
rssi -12507790773 -12505178287 10916
rssi -12505166983 -12502548521 10944
rssi -12502537345 -12499920529 10944
rssi -12499909253 -12497293510 10944
rssi -12497282072 -12494661234 11005
rssi -12494660204 -12492064855 11005
rssi -12492063546 -12489411412 11005
rssi -12489400047 -12486780352 11055
rssi -12486779403 -12484149679 11055
rssi -12484138468 -12481522158 11055
rssi -12481510995 -12478892830 11033
rssi -12478881529 -12476249915 11033
rssi -12476238960 -12473633890 11033
rssi -12473632935 -12471000102 11055
rssi -12470988908 -12468374767 11055
rssi -12468373825 -12465742474 11055
rssi -12465715284 -12463113787 11044
rssi -12463102613 -12460484100 11044
rssi -12460472879 -12457892561 11044
rssi -12457891529 -12455261605 10999
rssi -12455260581 -12452656611 10999
rssi -12452656199 -12450028114 10999
rssi -12450027688 -12447397264 10994
rssi -12447396834 -12444749517 10994
rssi -12444748589 -12442080628 10994
rssi -12442069421 -12439446752 11033
rssi -12439445721 -12436864649 11033
rssi -12436863678 -12434189909 11033
rssi -12434178555 -12431562462 10933
rssi -12431550754 -12428938524 10933
rssi -12428927310 -12426306270 11022
rssi -12426295146 -12423676264 11022
rssi -12423665138 -12421045746 11022
rssi -12421034555 -12418477030 11044
rssi -12418476611 -12415785847 11044
rssi -12415774308 -12413158551 11044
rssi -12413147158 -12410525684 11016
rssi -12410514580 -12407897725 11016
rssi -12407886474 -12405267815 11016
rssi -12405256476 -12402637199 10905
rssi -12402625975 -12400009643 10905
rssi -12400008602 -12397383440 10905
rssi -12397372183 -12394754993 11145
rssi -12394753967 -12392126602 11145
rssi -12392115284 -12389496472 11145
rssi -12389485151 -12386865588 11038
rssi -12386854302 -12384216964 11038
rssi -12384205680 -12381603782 11038
rssi -12381592553 -12378975175 10900
rssi -12378963932 -12376350356 10900
rssi -12376349219 -12373727685 10900
rssi -12373726728 -12371095641 11246
rssi -12371084383 -12368467550 11246
rssi -12368456224 -12365836991 11246
rssi -12365825607 -12363206200 10944
rssi -12363195118 -12360580073 10944
rssi -12360568650 -12357979049 10944
rssi -12357978120 -12355347814 10911
rssi -12355346656 -12352722420 10911
rssi -12352721474 -12350096183 10911
rssi -12350095253 -12347463408 11033
rssi -12347452034 -12344838798 11033
rssi -12344827775 -12342205088 11100
rssi -12342194023 -12339577372 11100
rssi -12339576363 -12336951554 11100
rssi -12336950628 -12334320614 10977
rssi -12334319175 -12331687624 10977
rssi -12331686605 -12329066279 10977
rssi -12329055137 -12326435712 11011
rssi -12326434781 -12323802199 11011
rssi -12323790860 -12321176178 11011
rssi -12321165048 -12318547827 10889
rssi -12318536739 -12315920973 10889
rssi -12315920038 -12313369270 10889
rssi -12313368846 -12310662958 11049
rssi -12310651926 -12308031683 11049
rssi -12308030756 -12305402707 11049
rssi -12305401765 -12302770269 11128
rssi -12302758741 -12300143501 11128
rssi -12300142572 -12297515403 11128
rssi -12297514473 -12294937050 10861
rssi -12294925671 -12292330090 10861
rssi -12292329604 -12289711975 10861
rssi -12289711562 -12286999516 10933
rssi -12286998592 -12284372579 10933
rssi -12284371648 -12281746050 10933
rssi -12281745116 -12279171818 10922
rssi -12279160825 -12276492427 10922
rssi -12276481310 -12273865016 10922
rssi -12273847847 -12271237320 10966
rssi -12271236298 -12268611049 10966
rssi -12268599883 -12266061645 10966
rssi -12266061230 -12263348247 10878
rssi -12263347237 -12260723050 10878
rssi -12260722122 -12258095075 10966
rssi -12258094140 -12255465168 10966
rssi -12255453873 -12252840261 10966
rssi -12252829033 -12250211727 10927
rssi -12250200703 -12247581519 10927
rssi -12247570252 -12244957178 10927
rssi -12244956232 -12242327006 10905
rssi -12242325859 -12239701135 10905
rssi -12239689898 -12237079618 10905
rssi -12237068543 -12234448235 10999
rssi -12234447303 -12231820743 10999
rssi -12231809761 -12229192901 10999
rssi -12229191960 -12226565232 10927
rssi -12226554137 -12223934832 10927
rssi -12223933818 -12221309854 10927
rssi -12221298738 -12218734682 10861
rssi -12218723494 -12216137525 10861
rssi -12216137024 -12213502308 10861
rssi -12213501898 -12210874374 10950
rssi -12210873944 -12208172599 10950
rssi -12208171656 -12205544326 10950
rssi -12205532895 -12202909962 10961
rssi -12202908939 -12200371806 10961
rssi -12200371391 -12197743104 10961
rssi -12197742689 -12195102257 10911
rssi -12195101830 -12192406721 10911
rssi -12192395686 -12189778824 10911
rssi -12189777894 -12187147165 10983
rssi -12187136038 -12184523125 10983
rssi -12184522192 -12181891826 10983
rssi -12181880678 -12179260674 11022
rssi -12179249458 -12176633102 11022
rssi -12176631868 -12174004872 10927
rssi -12174003943 -12171375160 10927
rssi -12171363863 -12168751968 10927
rssi -12168740649 -12166122266 11027
rssi -12166121340 -12163490214 11027
rssi -12163479237 -12160863606 11027
rssi -12160852722 -12158234259 10878
rssi -12158233320 -12155602368 10878
rssi -12155591175 -12152977008 10878
rssi -12152965664 -12150348511 10938
rssi -12150337212 -12147719338 10938
rssi -12147708156 -12145095338 10938
rssi -12145084227 -12142465044 11061
rssi -12142464097 -12139834479 11061
rssi -12139833467 -12137205218 11061
rssi -12137194255 -12134572436 11089
rssi -12134561576 -12131939889 11089
rssi -12131928551 -12129314965 11089
rssi -12129303667 -12126684386 11038
rssi -12126683435 -12124050014 11038
rssi -12124038789 -12121424779 11038
rssi -12121423853 -12118793522 11044
rssi -12118782322 -12116193084 11044
rssi -12116191799 -12113533486 11044
rssi -12113532555 -12110902617 11027
rssi -12110901672 -12108255882 11027
rssi -12108254861 -12105643589 11027
rssi -12105642663 -12103008337 11016
rssi -12102997129 -12100384929 11016
rssi -12100384002 -12097754025 11016
rssi -12097753099 -12095124010 10999
rssi -12095112669 -12092496043 10999
rssi -12092495036 -12089865435 10950
rssi -12089854213 -12087237738 10950
rssi -12087226282 -12084612453 10950
rssi -12084600966 -12081982482 11005
rssi -12081981554 -12079352861 11005
rssi -12079341515 -12076729491 11005
rssi -12076728553 -12074101799 10966
rssi -12074100859 -12071471321 10966
rssi -12071470272 -12068848221 10966
rssi -12068847276 -12066219424 11005
rssi -12066218471 -12063588647 11005
rssi -12063587639 -12060963195 11005
rssi -12060962268 -12058332316 11044
rssi -12058320961 -12055686566 11044
rssi -12055685618 -12053073675 11044
rssi -12053072681 -12050462368 10900
rssi -12050461095 -12047850398 10900
rssi -12047849370 -12045253586 10900
rssi -12045252656 -12042562600 10911
rssi -12042551454 -12039938966 10911
rssi -12039938036 -12037312238 10911
rssi -12037311312 -12034681690 10861
rssi -12034680529 -12032056660 10861
rssi -12032055643 -12029430443 10861
rssi -12029419606 -12026799331 10796
rssi -12026787956 -12024172535 10796
rssi -12024171600 -12021546442 10796
rssi -12021535301 -12018916305 10752
rssi -12018915283 -12016268249 10752
rssi -12016267216 -12013662663 10752
rssi -12013661730 -12011038765 10801
rssi -12011027589 -12008413655 10801
rssi -12008402243 -12005779389 10747
rssi -12005768279 -12003159480 10747
rssi -12003158470 -12000532190 10747
rssi -12000530988 -11997902518 10818
rssi -11997901593 -11995273408 10818
rssi -11995272475 -11992649472 10818
rssi -11992648547 -11990021587 10839
rssi -11990010318 -11987389076 10839
rssi -11987378043 -11984768207 10839
rssi -11984757062 -11982137308 10790
rssi -11982136384 -11979507614 10790
rssi -11979496414 -11976882170 10790
rssi -11976881242 -11974252801 10774
rssi -11974251872 -11971627548 10774
rssi -11971626399 -11969000711 10774
rssi -11968999782 -11966371118 10757
rssi -11966370175 -11963744154 10757
rssi -11963743104 -11961118279 10757
rssi -11961117353 -11958491428 10801
rssi -11958490489 -11955863370 10801
rssi -11955852107 -11953295126 10801
rssi -11953294203 -11950686825 10807
rssi -11950686326 -11948066205 10807
rssi -11948065775 -11945438753 10807
rssi -11945438324 -11942773008 10818
rssi -11942771908 -11940173401 10818
rssi -11940172970 -11937535958 10818
rssi -11937524860 -11934850257 10714
rssi -11934838927 -11932220494 10714
rssi -11932209517 -11929598446 10714
rssi -11929587082 -11926965510 10736
rssi -11926954290 -11924344920 10736
rssi -11924333502 -11921715539 10839
rssi -11921714590 -11919084887 10839
rssi -11919073391 -11916545216 10839
rssi -11916544790 -11913832400 10950
rssi -11913831474 -11911201982 10950
rssi -11911190963 -11908654129 10950
rssi -11908653703 -11905950479 10961
rssi -11905949530 -11903323607 10961
rssi -11903322674 -11900697886 10961
rssi -11900696963 -11898155246 10927
rssi -11898154810 -11895440853 10927
rssi -11895429389 -11892814012 10927
rssi -11892813087 -11890184778 10999
rssi -11890183839 -11887556736 10999
rssi -11887545432 -11884931858 10999
rssi -11884930927 -11882300890 11044
rssi -11882299883 -11879670350 11044
rssi -11879659117 -11877042542 11044
rssi -11877041604 -11874411229 10994
rssi -11874410304 -11871779946 10994
rssi -11871778802 -11869155040 10994
rssi -11869143989 -11866523558 10983
rssi -11866522628 -11863892664 10983
rssi -11863881310 -11861265649 10983
rssi -11861264721 -11858638612 10922
rssi -11858637687 -11856010939 10922
rssi -11856009869 -11853387267 10922
rssi -11853386319 -11850755690 11066
rssi -11850754639 -11848127318 11066
rssi -11848115853 -11845496314 11066
rssi -11845495380 -11842863768 11038
rssi -11842862597 -11840232294 11038
rssi -11840220685 -11837607622 11038
rssi -11837606455 -11834974558 11038
rssi -11834963359 -11832346397 11038
rssi -11832335171 -11829717426 11077
rssi -11829706380 -11827083439 11077
rssi -11827082430 -11824455011 11077
rssi -11824454084 -11821823922 11139
rssi -11821822989 -11819191705 11139
rssi -11819190688 -11816556382 11139
rssi -11816555381 -11813933121 11077
rssi -11813931917 -11811300926 11077
rssi -11811299897 -11808675598 11077
rssi -11808674401 -11806117061 11072
rssi -11806116652 -11803412221 11072
rssi -11803401209 -11800784688 11072
rssi -11800783691 -11798151890 11128
rssi -11798140636 -11795521402 11128
rssi -11795510180 -11792896940 11128
rssi -11792862761 -11790265352 11077
rssi -11790264418 -11787634435 11077
rssi -11787623089 -11785005825 11077
rssi -11784994633 -11782373365 11072
rssi -11782372427 -11779742065 11072
rssi -11779730634 -11777115719 11072
rssi -11777104570 -11774484251 11122
rssi -11774483320 -11771853069 11122
rssi -11771852060 -11769227029 11122
rssi -11769216170 -11766593253 11111
rssi -11766582382 -11763961877 11111
rssi -11763950725 -11761335011 11111
rssi -11761334085 -11758704593 11116
rssi -11758693384 -11756074701 11116
rssi -11756073759 -11753445909 11100
rssi -11753444978 -11750816160 11100
rssi -11750804977 -11748188635 11100
rssi -11748177606 -11745563145 11033
rssi -11745551945 -11742930619 11033
rssi -11742929689 -11740303071 11033
rssi -11740302146 -11737672257 11145
rssi -11737671332 -11735040363 11145
rssi -11735029217 -11732411356 11145
rssi -11732410432 -11729781898 11038
rssi -11729771000 -11727147595 11038
rssi -11727136109 -11724520588 11038
rssi -11724519654 -11721886753 11212
rssi -11721885828 -11719256257 11212
rssi -11719244949 -11716631857 11212
rssi -11716630928 -11714000848 11111
rssi -11713989581 -11711368981 11111
rssi -11711357759 -11708740199 11111
rssi -11708739260 -11706194299 11077
rssi -11706193885 -11703475421 11077
rssi -11703464225 -11700922005 11077
rssi -11700921591 -11698293139 11094
rssi -11698292711 -11695662176 11094
rssi -11695661757 -11692956869 11094
rssi -11692955926 -11690325478 11089
rssi -11690324532 -11687693549 11089
rssi -11687682233 -11685152416 11089
rssi -11685152006 -11682433799 11083
rssi -11682422572 -11679800577 11083
rssi -11679789102 -11677172669 11173
rssi -11677171655 -11674542011 11173
rssi -11674540838 -11671912534 11173
rssi -11671901304 -11669283728 11038
rssi -11669282743 -11666652569 11038
rssi -11666641615 -11664023149 11038
rssi -11664022222 -11661470579 11100
rssi -11661470167 -11658845940 11100
rssi -11658845520 -11656133792 11100
rssi -11656132857 -11653507258 11122
rssi -11653506325 -11650872141 11122
rssi -11650860966 -11648333937 11122
rssi -11648333523 -11645620769 11016
rssi -11645609809 -11642987911 11016
rssi -11642976588 -11640359871 11016
rssi -11640348598 -11637726041 11145
rssi -11637725120 -11635093413 11145
rssi -11635082103 -11632464517 11145
rssi -11632463577 -11629828538 11105
rssi -11629827527 -11627204271 11105
rssi -11627193092 -11624579533 11105
rssi -11624568590 -11621949771 11072
rssi -11621938362 -11619314456 11072
rssi -11619313293 -11616687882 11072
rssi -11616686935 -11614060350 11005
rssi -11614059424 -11611431654 11005
rssi -11611420546 -11608806288 11005
rssi -11608795236 -11606172641 11089
rssi -11606161754 -11603544014 11089
rssi -11603543093 -11600991463 11089
rssi -11600991048 -11598284053 11161
rssi -11598272891 -11595654934 11161
rssi -11595653987 -11593026722 11161
rssi -11593025773 -11590392390 11139
rssi -11590391374 -11587758846 11139
rssi -11587757572 -11585133030 11072
rssi -11585132083 -11582577265 11072
rssi -11582576853 -11579950294 11072
rssi -11579949860 -11577320159 11116
rssi -11577319742 -11574667223 11116
rssi -11574656163 -11571981188 11116
rssi -11571969852 -11569355235 11105
rssi -11569344169 -11566797496 11105
rssi -11566796488 -11564093952 11105
rssi -11564082762 -11561465138 11116
rssi -11561464212 -11558830602 11116
rssi -11558819200 -11556202707 11116
rssi -11556191589 -11553573901 11094
rssi -11553572975 -11550939635 11094
rssi -11550928179 -11548312497 11094
rssi -11548311568 -11545682046 11061
rssi -11545681116 -11543048998 11061
rssi -11543037762 -11540420367 11061
rssi -11540419426 -11537791520 11077
rssi -11537790591 -11535158714 11077
rssi -11535147369 -11532528520 11077
rssi -11532527593 -11529904051 10961
rssi -11529903128 -11527273415 10961
rssi -11527262123 -11524651107 10961
rssi -11524650161 -11522015724 11011
rssi -11522004425 -11519385140 11011
rssi -11519373761 -11516758102 11011
rssi -11516757167 -11514126204 11011
rssi -11514125274 -11511493886 11011
rssi -11511482635 -11508870177 11011
rssi -11508869255 -11506241043 11027
rssi -11506229747 -11503608996 11027
rssi -11503597564 -11500980960 11038
rssi -11500969673 -11498411364 11038
rssi -11498410727 -11495713880 11038
rssi -11495702736 -11493086075 11066
rssi -11493085149 -11490457743 11066
rssi -11490446605 -11487826285 11066
rssi -11487814967 -11485198122 11083
rssi -11485197194 -11482569993 11083
rssi -11482558714 -11479935597 11083
rssi -11479934395 -11477310771 10944
rssi -11477309843 -11474676888 10944
rssi -11474665596 -11472050423 10944
rssi -11472049495 -11469424804 11022
rssi -11469413702 -11466792871 11022
rssi -11466791862 -11464162530 11022
rssi -11464151488 -11461533762 11027
rssi -11461532833 -11458902489 11027
rssi -11458891059 -11456262673 11027
rssi -11456261549 -11453700136 11145
rssi -11453688972 -11451084289 11145
rssi -11451083800 -11448460083 11145
rssi -11448459654 -11445837211 11066
rssi -11445836794 -11443119568 11066
rssi -11443118573 -11440483177 11066
rssi -11440471889 -11437919182 10983
rssi -11437907913 -11435312773 10983
rssi -11435312283 -11432610215 10983
rssi -11432609290 -11429982627 11005
rssi -11429981675 -11427403153 11005
rssi -11427401662 -11424725266 11190
rssi -11424724290 -11422095507 11190
rssi -11422084401 -11419463607 11190
rssi -11419452295 -11416834969 11212
rssi -11416834045 -11414201633 11212
rssi -11414190066 -11411573239 11212
rssi -11411561792 -11408946760 11235
rssi -11408935694 -11406317126 11235
rssi -11406316186 -11403685398 11235
rssi -11403674229 -11401056974 11269
rssi -11401045876 -11398425133 11269
rssi -11398414042 -11395795291 11269
rssi -11395784137 -11393165751 11167
rssi -11393164821 -11390535913 11167
rssi -11390534968 -11387903227 11167
rssi -11387891797 -11385277351 11178
rssi -11385266262 -11382644162 11178
rssi -11382632934 -11380010498 11178
rssi -11379999083 -11377383233 11167
rssi -11377382289 -11374750494 11167
rssi -11374739074 -11372124477 11167
rssi -11372113164 -11369494309 11161
rssi -11369493384 -11366861710 11161
rssi -11366850479 -11364229340 11161
rssi -11364228192 -11361600672 11116
rssi -11361599720 -11358969288 11116
rssi -11358958003 -11356341354 11116
rssi -11356330264 -11353711553 11005
rssi -11353700422 -11351080611 11005
rssi -11351069263 -11348458177 11005
rssi -11348457242 -11345827587 11033
rssi -11345816497 -11343246781 11033
rssi -11343245679 -11340624424 10972
rssi -11340623014 -11338017240 10972
rssi -11338016808 -11335314032 10972
rssi -11335313104 -11332759657 10999
rssi -11332759247 -11330054523 10999
rssi -11330043452 -11327425363 10999
rssi -11327414191 -11324800648 11011
rssi -11324789541 -11322168972 11011
rssi -11322168027 -11319540359 11011
rssi -11319529253 -11316910454 11055
rssi -11316909523 -11314277783 11055
rssi -11314266689 -11311646771 11055
rssi -11311635464 -11309017474 11133
rssi -11309006069 -11306388797 11133
rssi -11306377702 -11303758454 11133
rssi -11303747237 -11301128254 11061
rssi -11301117006 -11298499754 11061
rssi -11298488496 -11295870475 11061
rssi -11295869549 -11293239457 11066
rssi -11293228313 -11290573378 11066
rssi -11290571925 -11287938181 11066
rssi -11287936710 -11285316394 11167
rssi -11285314947 -11282680081 11167
rssi -11282678618 -11280053725 11167
rssi -11280052246 -11277425629 11044
rssi -11277424190 -11274792242 11044
rssi -11274790765 -11272161558 11044
rssi -11272160085 -11269536330 11016
rssi -11269534853 -11266901596 11016
rssi -11266900143 -11264249925 11016
rssi -11264248498 -11261648790 11011
rssi -11261647383 -11259014216 11011
rssi -11259012783 -11256388776 11005
rssi -11256387363 -11253739666 11005
rssi -11253738263 -11251120723 11005
rssi -11251119294 -11248510214 10905
rssi -11248508813 -11245878949 10905
rssi -11245877542 -11243250240 10905
rssi -11243248825 -11240625248 11049
rssi -11240623837 -11238048163 11049
rssi -11238046742 -11235417548 11049
rssi -11235416225 -11232801758 10950
rssi -11232800711 -11230173896 10950
rssi -11230172888 -11227545948 10950
rssi -11227544700 -11224917728 10966
rssi -11224916618 -11222223802 10966
rssi -11222222400 -11219593510 10966
rssi -11219592079 -11217065241 10883
rssi -11217064349 -11214341076 10883
rssi -11214339667 -11211713900 10883
rssi -11211712469 -11209090111 10927
rssi -11209088706 -11206461528 10927
rssi -11206459834 -11203832251 10927
rssi -11203830850 -11201205630 10944
rssi -11201204248 -11198575109 10944
rssi -11198573715 -11196020810 10944
rssi -11196019786 -11193400268 10950
rssi -11193399450 -11190692208 10950
rssi -11190690805 -11188063010 10950
rssi -11188061575 -11185496168 10950
rssi -11185494745 -11182807079 10950
rssi -11182805688 -11180180795 10950
rssi -11180179356 -11177556821 10955
rssi -11177555414 -11174922190 10955
rssi -11174920777 -11172301826 10933
rssi -11172300363 -11169666857 10933
rssi -11169665353 -11167034352 10933
rssi -11167032809 -11164411550 11044
rssi -11164409812 -11161843538 11044
rssi -11161842002 -11159211584 11044
rssi -11159210462 -11156585849 11016
rssi -11156584732 -11153887972 11016
rssi -11153886467 -11151252727 11016
rssi -11151251191 -11148630095 11038
rssi -11148628595 -11145998410 11038
rssi -11145996857 -11143369295 11038
rssi -11143367724 -11140740330 10988
rssi -11140738699 -11138109609 10988
rssi -11138108106 -11135479762 10988
rssi -11135478074 -11132853992 11027
rssi -11132852466 -11130222547 11027
rssi -11130221034 -11127588291 11027
rssi -11127586775 -11124962799 11022
rssi -11124961273 -11122329743 11022
rssi -11122328027 -11119698035 11022
rssi -11119696489 -11117073717 11027
rssi -11117071968 -11114443577 11027
rssi -11114441806 -11111809895 11027
rssi -11111808354 -11109185918 10977
rssi -11109184395 -11106551890 10977
rssi -11106550372 -11103923397 10977
