time	X	Y	Z
7.27734375	-1.12E-06	-4.07E-06	-1.11E-06
7.279296875	-3.63E-07	-4.30E-06	-2.10E-06
7.28125	2.95E-07	-4.01E-06	-2.78E-06
7.283203125	7.17E-07	-3.53E-06	-2.81E-06
7.28515625	9.70E-07	-2.91E-06	-2.22E-06
7.287109375	9.87E-07	-1.91E-06	-1.33E-06
7.2890625	7.56E-07	-9.42E-07	-1.23E-07
7.291015625	4.84E-07	-2.39E-07	1.23E-06
7.29296875	2.12E-07	3.58E-07	2.27E-06
7.294921875	-1.57E-07	6.05E-07	3.15E-06
7.296875	-5.29E-07	4.35E-07	4.03E-06
7.298828125	-8.04E-07	2.42E-07	4.52E-06
7.30078125	-9.34E-07	-4.10E-08	4.72E-06
7.302734375	-8.27E-07	-6.09E-07	4.90E-06
7.3046875	-6.01E-07	-1.22E-06	4.61E-06
7.306640625	-3.68E-07	-1.82E-06	3.89E-06
7.30859375	3.65E-08	-2.41E-06	3.16E-06
7.310546875	5.44E-07	-2.63E-06	2.08E-06
7.3125	9.45E-07	-2.52E-06	6.25E-07
7.314453125	1.31E-06	-2.34E-06	-5.15E-07
7.31640625	1.63E-06	-1.84E-06	-1.46E-06
7.318359375	1.81E-06	-1.01E-06	-2.19E-06
7.3203125	2.01E-06	-1.76E-07	-2.02E-06
7.322265625	2.22E-06	6.47E-07	-1.46E-06
7.32421875	2.30E-06	1.45E-06	-1.07E-06
7.326171875	2.34E-06	1.95E-06	-2.29E-07
7.328125	2.40E-06	2.18E-06	6.97E-07
7.330078125	2.33E-06	2.27E-06	1.14E-06
7.33203125	2.15E-06	2.05E-06	1.80E-06
7.333984375	1.95E-06	1.53E-06	2.58E-06
7.3359375	1.63E-06	9.27E-07	2.55E-06
7.337890625	1.37E-06	2.69E-07	2.07E-06
7.33984375	1.23E-06	-3.83E-07	1.37E-06
7.341796875	1.02E-06	-8.73E-07	-2.58E-07
7.34375	8.72E-07	-1.24E-06	-2.10E-06
7.345703125	9.14E-07	-1.44E-06	-3.44E-06
7.34765625	9.60E-07	-1.29E-06	-4.89E-06
7.349609375	1.00E-06	-8.83E-07	-5.88E-06
7.3515625	1.05E-06	-3.38E-07	-5.54E-06
7.353515625	9.18E-07	4.02E-07	-4.81E-06
7.35546875	7.50E-07	1.34E-06	-3.93E-06
7.357421875	6.96E-07	2.27E-06	-2.18E-06
7.359375	5.55E-07	3.01E-06	-5.29E-07
7.361328125	3.44E-07	3.51E-06	5.89E-07
7.36328125	1.86E-07	3.64E-06	2.05E-06
7.365234375	-2.84E-08	3.37E-06	3.10E-06
7.3671875	-2.20E-07	2.82E-06	3.15E-06
7.369140625	-2.20E-07	2.13E-06	3.18E-06
7.37109375	-1.28E-07	1.40E-06	2.76E-06
7.373046875	6.95E-08	7.00E-07	1.23E-06
7.375	4.55E-07	6.36E-08	-5.42E-08
7.376953125	8.01E-07	-4.59E-07	-9.78E-07
7.37890625	1.02E-06	-7.60E-07	-2.39E-06
7.380859375	1.27E-06	-7.94E-07	-3.28E-06
7.3828125	1.40E-06	-6.00E-07	-3.32E-06
7.384765625	1.28E-06	-1.72E-07	-3.55E-06
7.38671875	1.05E-06	4.83E-07	-3.17E-06
7.388671875	6.90E-07	1.18E-06	-1.79E-06
7.390625	2.06E-07	1.78E-06	-8.88E-07
7.392578125	-1.63E-07	2.29E-06	-3.96E-08
7.39453125	-4.86E-07	2.58E-06	1.48E-06
7.396484375	-8.12E-07	2.54E-06	2.22E-06
7.3984375	-9.11E-07	2.27E-06	2.31E-06
7.400390625	-8.50E-07	1.83E-06	2.99E-06
7.40234375	-7.28E-07	1.19E-06	3.26E-06
7.404296875	-4.34E-07	3.85E-07	2.96E-06
7.40625	-9.03E-08	-5.36E-07	3.12E-06
7.408203125	1.81E-07	-1.45E-06	2.74E-06
7.41015625	5.42E-07	-2.11E-06	1.49E-06
7.412109375	9.78E-07	-2.48E-06	6.75E-07
7.4140625	1.32E-06	-2.65E-06	-4.13E-07
7.416015625	1.67E-06	-2.50E-06	-2.20E-06
7.41796875	2.04E-06	-2.09E-06	-3.02E-06
7.419921875	2.22E-06	-1.56E-06	-3.15E-06
7.421875	2.26E-06	-8.23E-07	-3.45E-06
7.423828125	2.20E-06	5.58E-08	-2.68E-06
7.42578125	1.91E-06	7.86E-07	-1.25E-06
7.427734375	1.54E-06	1.37E-06	-6.34E-07
7.4296875	1.18E-06	1.81E-06	3.71E-07
7.431640625	7.05E-07	1.92E-06	2.00E-06
7.43359375	2.67E-07	1.75E-06	2.58E-06
7.435546875	-8.79E-08	1.45E-06	2.91E-06
7.4375	-5.34E-07	9.65E-07	3.49E-06
7.439453125	-8.82E-07	3.58E-07	2.67E-06
7.44140625	-9.46E-07	-2.02E-07	1.27E-06
7.443359375	-9.27E-07	-7.13E-07	3.37E-07
7.4453125	-7.71E-07	-1.05E-06	-1.37E-06
7.447265625	-3.78E-07	-1.07E-06	-3.21E-06
7.44921875	-5.76E-08	-9.27E-07	-3.90E-06
7.451171875	1.28E-07	-6.52E-07	-4.47E-06
7.453125	3.30E-07	-4.65E-08	-4.74E-06
7.455078125	3.95E-07	7.49E-07	-3.58E-06
7.45703125	3.69E-07	1.51E-06	-2.26E-06
7.458984375	4.37E-07	2.28E-06	-1.27E-06
7.4609375	4.51E-07	2.93E-06	4.77E-07
7.462890625	4.16E-07	3.26E-06	1.99E-06
7.46484375	4.66E-07	3.33E-06	2.43E-06
7.466796875	4.83E-07	3.10E-06	3.16E-06
7.46875	5.00E-07	2.60E-06	3.65E-06
7.470703125	6.39E-07	2.05E-06	2.95E-06
7.47265625	7.49E-07	1.38E-06	2.54E-06
7.474609375	7.80E-07	4.92E-07	2.27E-06
7.4765625	8.63E-07	-3.34E-07	9.42E-07
7.478515625	8.70E-07	-9.19E-07	6.65E-08
7.48046875	6.93E-07	-1.28E-06	-1.88E-07
7.482421875	5.33E-07	-1.34E-06	-1.17E-06
7.484375	3.34E-07	-1.13E-06	-1.72E-06
7.486328125	-3.43E-08	-7.41E-07	-1.46E-06
7.48828125	-3.35E-07	-1.04E-07	-1.61E-06
7.490234375	-5.62E-07	6.66E-07	-1.27E-06
7.4921875	-8.96E-07	1.30E-06	-5.87E-08
7.494140625	-1.19E-06	1.74E-06	5.56E-07
7.49609375	-1.38E-06	2.02E-06	9.36E-07
7.498046875	-1.60E-06	2.07E-06	1.76E-06
7.5	-1.71E-06	1.90E-06	2.00E-06
7.501953125	-1.71E-06	1.55E-06	2.01E-06
7.50390625	-1.79E-06	9.42E-07	2.69E-06
7.505859375	-1.82E-06	1.32E-07	2.85E-06
7.5078125	-1.77E-06	-7.21E-07	2.30E-06
7.509765625	-1.81E-06	-1.54E-06	2.05E-06
7.51171875	-1.78E-06	-2.23E-06	1.10E-06
7.513671875	-1.55E-06	-2.70E-06	-6.69E-07
7.515625	-1.30E-06	-2.97E-06	-1.81E-06
7.517578125	-1.07E-06	-2.98E-06	-2.82E-06
7.51953125	-8.84E-07	-2.73E-06	-3.95E-06
7.521484375	-8.62E-07	-2.30E-06	-4.01E-06
7.5234375	-9.75E-07	-1.75E-06	-3.55E-06
7.525390625	-1.13E-06	-1.12E-06	-3.28E-06
7.52734375	-1.39E-06	-5.63E-07	-2.20E-06
7.529296875	-1.69E-06	-1.25E-07	-6.55E-07
7.53125	-1.95E-06	9.48E-08	3.89E-07
7.533203125	-2.23E-06	2.48E-08	1.65E-06
7.53515625	-2.48E-06	-1.79E-07	2.97E-06
7.537109375	-2.54E-06	-4.77E-07	3.32E-06
7.5390625	-2.46E-06	-9.51E-07	3.20E-06
7.541015625	-2.28E-06	-1.51E-06	2.68E-06
7.54296875	-1.90E-06	-2.12E-06	1.24E-06
7.544921875	-1.36E-06	-2.72E-06	-2.68E-07
7.546875	-7.55E-07	-3.09E-06	-1.46E-06
7.548828125	-6.39E-08	-3.26E-06	-2.89E-06
7.55078125	5.86E-07	-3.38E-06	-3.88E-06
7.552734375	1.03E-06	-3.21E-06	-3.92E-06
7.5546875	1.34E-06	-2.66E-06	-3.65E-06
7.556640625	1.58E-06	-1.96E-06	-2.96E-06
7.55859375	1.71E-06	-1.18E-06	-1.68E-06
7.560546875	1.75E-06	-3.34E-07	-5.45E-07
7.5625	1.77E-06	3.61E-07	5.70E-07
7.564453125	1.73E-06	9.03E-07	2.02E-06
7.56640625	1.60E-06	1.31E-06	3.07E-06
7.568359375	1.43E-06	1.40E-06	3.57E-06
7.5703125	1.30E-06	1.28E-06	3.91E-06
7.572265625	1.22E-06	1.10E-06	3.76E-06
7.57421875	1.14E-06	6.41E-07	3.24E-06
7.576171875	1.06E-06	-5.17E-08	2.72E-06
7.578125	1.00E-06	-6.27E-07	1.92E-06
7.580078125	1.02E-06	-1.14E-06	9.50E-07
7.58203125	1.16E-06	-1.57E-06	8.51E-08
7.583984375	1.40E-06	-1.61E-06	-8.52E-07
7.5859375	1.64E-06	-1.37E-06	-1.61E-06
7.587890625	1.84E-06	-9.47E-07	-1.95E-06
7.58984375	2.04E-06	-2.17E-07	-2.06E-06
7.591796875	2.17E-06	5.83E-07	-1.75E-06
7.59375	2.20E-06	1.29E-06	-9.33E-07
7.595703125	2.20E-06	2.09E-06	-2.26E-07
7.59765625	2.16E-06	2.75E-06	3.46E-07
7.599609375	2.09E-06	3.03E-06	9.89E-07
7.6015625	2.05E-06	3.17E-06	1.38E-06
7.603515625	2.00E-06	3.05E-06	1.80E-06
7.60546875	1.90E-06	2.50E-06	2.45E-06
7.607421875	1.87E-06	1.83E-06	2.56E-06
7.609375	1.93E-06	1.08E-06	2.07E-06
7.611328125	2.07E-06	1.65E-07	1.32E-06
7.61328125	2.25E-06	-6.10E-07	-5.06E-08
7.615234375	2.43E-06	-1.16E-06	-1.59E-06
7.6171875	2.54E-06	-1.67E-06	-2.63E-06
7.619140625	2.53E-06	-1.87E-06	-3.63E-06
7.62109375	2.36E-06	-1.62E-06	-4.30E-06
7.623046875	2.02E-06	-1.24E-06	-3.92E-06
7.625	1.58E-06	-6.53E-07	-3.27E-06
7.626953125	1.10E-06	1.55E-07	-2.69E-06
7.62890625	5.41E-07	8.15E-07	-1.55E-06
7.630859375	-6.43E-09	1.33E-06	-4.13E-07
7.6328125	-4.87E-07	1.81E-06	4.91E-07
7.634765625	-9.29E-07	1.94E-06	1.86E-06
7.63671875	-1.30E-06	1.74E-06	2.95E-06
7.638671875	-1.53E-06	1.42E-06	3.11E-06
7.640625	-1.66E-06	8.75E-07	3.08E-06
7.642578125	-1.71E-06	1.38E-07	2.52E-06
7.64453125	-1.66E-06	-5.15E-07	1.10E-06
7.646484375	-1.61E-06	-1.18E-06	8.39E-08
7.6484375	-1.55E-06	-1.86E-06	-6.36E-07
7.650390625	-1.42E-06	-2.25E-06	-1.82E-06
7.65234375	-1.33E-06	-2.41E-06	-2.45E-06
7.654296875	-1.31E-06	-2.36E-06	-2.54E-06
7.65625	-1.27E-06	-1.88E-06	-2.92E-06
7.658203125	-1.28E-06	-1.19E-06	-2.64E-06
7.66015625	-1.42E-06	-5.61E-07	-1.61E-06
7.662109375	-1.63E-06	1.32E-07	-9.44E-07
7.6640625	-1.90E-06	8.22E-07	-2.32E-08
7.666015625	-2.26E-06	1.30E-06	1.25E-06
7.66796875	-2.63E-06	1.61E-06	1.78E-06
7.669921875	-2.95E-06	1.73E-06	2.22E-06
7.671875	-3.24E-06	1.57E-06	2.96E-06
7.673828125	-3.42E-06	1.27E-06	2.86E-06
7.67578125	-3.50E-06	7.93E-07	2.51E-06
7.677734375	-3.53E-06	4.95E-08	2.53E-06
7.6796875	-3.45E-06	-6.34E-07	1.68E-06
7.681640625	-3.16E-06	-1.07E-06	2.85E-07
7.68359375	-2.79E-06	-1.36E-06	-3.60E-07
7.685546875	-2.37E-06	-1.40E-06	-1.22E-06
7.6875	-1.92E-06	-1.13E-06	-2.37E-06
7.689453125	-1.54E-06	-6.99E-07	-2.48E-06
7.69140625	-1.27E-06	-9.65E-08	-2.43E-06
7.693359375	-1.10E-06	6.23E-07	-2.49E-06
7.6953125	-1.02E-06	1.28E-06	-1.44E-06
7.697265625	-1.03E-06	1.92E-06	-4.44E-07
7.69921875	-9.71E-07	2.50E-06	-1.94E-07
7.701171875	-8.67E-07	2.84E-06	8.68E-07
7.703125	-8.67E-07	2.92E-06	2.02E-06
7.705078125	-9.08E-07	2.75E-06	2.25E-06
7.70703125	-9.05E-07	2.32E-06	2.79E-06
7.708984375	-9.49E-07	1.75E-06	3.05E-06
7.7109375	-1.02E-06	1.10E-06	2.06E-06
7.712890625	-1.02E-06	3.51E-07	1.36E-06
7.71484375	-1.01E-06	-3.05E-07	8.06E-07
7.716796875	-9.63E-07	-7.32E-07	-8.03E-07
7.71875	-8.28E-07	-1.02E-06	-2.04E-06
7.720703125	-7.13E-07	-1.14E-06	-2.38E-06
7.72265625	-6.44E-07	-9.72E-07	-3.04E-06
7.724609375	-5.06E-07	-5.80E-07	-3.09E-06
7.7265625	-3.30E-07	1.66E-08	-2.12E-06
7.728515625	-1.57E-07	7.46E-07	-1.62E-06
7.73046875	8.50E-08	1.38E-06	-1.13E-06
7.732421875	3.09E-07	1.87E-06	2.02E-07
7.734375	4.20E-07	2.30E-06	1.00E-06
7.736328125	5.31E-07	2.49E-06	1.44E-06
7.73828125	6.81E-07	2.39E-06	2.32E-06
7.740234375	8.15E-07	2.14E-06	2.17E-06
7.7421875	1.06E-06	1.65E-06	1.33E-06
7.744140625	1.45E-06	1.00E-06	1.27E-06
7.74609375	1.76E-06	4.41E-07	6.86E-07
7.748046875	2.03E-06	-2.40E-07	-5.67E-07
7.75	2.38E-06	-1.07E-06	-1.08E-06
7.751953125	2.64E-06	-1.64E-06	-1.88E-06
7.75390625	2.82E-06	-1.96E-06	-3.31E-06
7.755859375	3.00E-06	-2.18E-06	-3.86E-06
7.7578125	2.98E-06	-2.06E-06	-4.12E-06
7.759765625	2.76E-06	-1.70E-06	-4.65E-06
7.76171875	2.52E-06	-1.37E-06	-4.12E-06
7.763671875	2.21E-06	-8.67E-07	-3.08E-06
7.765625	1.76E-06	-3.10E-07	-2.60E-06
7.767578125	1.37E-06	4.22E-08	-1.71E-06
7.76953125	1.10E-06	4.42E-07	-6.57E-07
7.771484375	8.59E-07	7.68E-07	-3.65E-07
7.7734375	7.01E-07	6.32E-07	2.45E-07
7.775390625	5.74E-07	2.84E-07	1.23E-06
7.77734375	3.84E-07	-1.95E-07	1.24E-06
7.779296875	3.03E-07	-1.04E-06	9.57E-07
7.78125	3.43E-07	-1.84E-06	8.50E-07
7.783203125	3.42E-07	-2.37E-06	-1.50E-07
7.78515625	4.52E-07	-2.97E-06	-1.31E-06
7.787109375	7.51E-07	-3.42E-06	-1.91E-06
7.7890625	9.94E-07	-3.39E-06	-2.95E-06
7.791015625	1.14E-06	-3.26E-06	-3.76E-06
7.79296875	1.21E-06	-2.97E-06	-3.32E-06
7.794921875	1.10E-06	-2.27E-06	-2.62E-06
7.796875	8.54E-07	-1.61E-06	-1.71E-06
7.798828125	6.36E-07	-1.02E-06	-1.29E-07
7.80078125	3.41E-07	-2.14E-07	1.01E-06
7.802734375	-6.07E-08	3.38E-07	1.83E-06
7.8046875	-4.56E-07	4.78E-07	3.28E-06
7.806640625	-9.00E-07	6.14E-07	4.31E-06
7.80859375	-1.36E-06	4.98E-07	4.50E-06
7.810546875	-1.65E-06	1.91E-08	4.69E-06
7.8125	-1.85E-06	-3.47E-07	4.33E-06
7.814453125	-2.05E-06	-7.89E-07	3.22E-06
7.81640625	-2.10E-06	-1.47E-06	2.39E-06
7.818359375	-2.00E-06	-1.83E-06	1.56E-06
7.8203125	-1.90E-06	-1.94E-06	5.01E-07
7.822265625	-1.75E-06	-2.06E-06	1.25E-07
7.82421875	-1.57E-06	-1.69E-06	3.16E-08
7.826171875	-1.43E-06	-9.28E-07	-2.79E-07
7.828125	-1.24E-06	-2.99E-07	2.92E-08
7.830078125	-1.00E-06	5.20E-07	7.66E-07
7.83203125	-9.02E-07	1.48E-06	1.33E-06
7.833984375	-8.83E-07	2.01E-06	2.27E-06
7.8359375	-8.09E-07	2.33E-06	3.27E-06
7.837890625	-7.54E-07	2.59E-06	3.57E-06
7.83984375	-7.31E-07	2.30E-06	3.83E-06
7.841796875	-6.15E-07	1.85E-06	4.13E-06
7.84375	-4.09E-07	1.60E-06	3.85E-06
7.845703125	-1.85E-07	1.09E-06	3.49E-06
7.84765625	7.04E-09	4.15E-07	3.17E-06
7.849609375	4.19E-08	-6.84E-08	2.42E-06
7.8515625	-8.43E-08	-6.50E-07	1.74E-06
7.853515625	-2.07E-07	-1.09E-06	1.19E-06
7.85546875	-3.01E-07	-1.03E-06	1.86E-07
7.857421875	-4.79E-07	-9.60E-07	-7.70E-07
7.859375	-6.96E-07	-8.48E-07	-1.35E-06
7.861328125	-8.24E-07	-2.98E-07	-1.92E-06
7.86328125	-9.28E-07	2.60E-07	-1.94E-06
7.865234375	-1.04E-06	6.38E-07	-1.32E-06
7.8671875	-1.08E-06	1.22E-06	-8.47E-07
7.869140625	-1.11E-06	1.72E-06	-1.24E-07
7.87109375	-1.15E-06	1.93E-06	1.09E-06
7.873046875	-1.08E-06	2.21E-06	2.11E-06
7.875	-9.70E-07	2.28E-06	3.06E-06
7.876953125	-8.89E-07	1.86E-06	3.75E-06
7.87890625	-7.37E-07	1.36E-06	3.37E-06
7.880859375	-6.04E-07	7.37E-07	2.42E-06
7.8828125	-5.46E-07	-1.36E-07	1.52E-06
7.884765625	-4.15E-07	-8.22E-07	1.36E-07
7.88671875	-1.95E-07	-1.30E-06	-1.32E-06
7.888671875	3.68E-08	-1.76E-06	-2.35E-06
7.890625	3.01E-07	-1.88E-06	-3.54E-06
7.892578125	5.11E-07	-1.66E-06	-4.28E-06
7.89453125	5.29E-07	-1.41E-06	-3.89E-06
7.896484375	4.20E-07	-8.85E-07	-3.43E-06
7.8984375	2.71E-07	-8.82E-08	-2.94E-06
7.900390625	2.76E-08	5.66E-07	-1.68E-06
7.90234375	-2.95E-07	1.13E-06	-5.72E-07
7.904296875	-5.98E-07	1.59E-06	2.16E-07
7.90625	-8.76E-07	1.58E-06	1.42E-06
7.908203125	-1.09E-06	1.26E-06	1.91E-06
7.91015625	-1.12E-06	8.56E-07	1.42E-06
7.912109375	-9.96E-07	2.81E-07	1.18E-06
7.9140625	-8.01E-07	-3.00E-07	5.12E-07
7.916015625	-4.98E-07	-8.33E-07	-8.30E-07
7.91796875	-1.41E-07	-1.52E-06	-1.31E-06
7.919921875	2.10E-07	-2.07E-06	-1.51E-06
7.921875	6.27E-07	-2.25E-06	-2.26E-06
7.923828125	1.07E-06	-2.33E-06	-2.37E-06
7.92578125	1.42E-06	-2.20E-06	-2.40E-06
7.927734375	1.74E-06	-1.65E-06	-3.19E-06
7.9296875	2.04E-06	-1.04E-06	-3.06E-06
7.931640625	2.20E-06	-4.15E-07	-2.14E-06
7.93359375	2.24E-06	3.40E-07	-1.81E-06
7.935546875	2.30E-06	9.38E-07	-1.15E-06
7.9375	2.38E-06	1.33E-06	-2.95E-07
7.939453125	2.45E-06	1.66E-06	-4.28E-07
7.94140625	2.56E-06	1.74E-06	-9.15E-08
7.943359375	2.59E-06	1.61E-06	1.04E-06
7.9453125	2.48E-06	1.44E-06	1.16E-06
7.947265625	2.38E-06	1.04E-06	1.02E-06
7.94921875	2.25E-06	4.55E-07	1.27E-06
7.951171875	2.00E-06	-2.69E-08	4.97E-07
7.953125	1.71E-06	-5.16E-07	-4.12E-07
7.955078125	1.47E-06	-9.58E-07	-5.51E-07
7.95703125	1.32E-06	-1.08E-06	-1.69E-06
7.958984375	1.31E-06	-1.03E-06	-3.21E-06
7.9609375	1.42E-06	-8.68E-07	-3.46E-06
7.962890625	1.47E-06	-4.13E-07	-3.80E-06
7.96484375	1.49E-06	1.80E-07	-4.00E-06
7.966796875	1.54E-06	7.34E-07	-2.63E-06
7.96875	1.51E-06	1.36E-06	-1.39E-06
7.970703125	1.39E-06	1.94E-06	-6.02E-07
7.97265625	1.25E-06	2.33E-06	1.38E-06
7.974609375	9.93E-07	2.64E-06	3.09E-06
7.9765625	6.55E-07	2.69E-06	3.76E-06
7.978515625	4.20E-07	2.34E-06	4.90E-06
7.98046875	2.16E-07	1.92E-06	5.28E-06
7.982421875	2.70E-08	1.48E-06	4.02E-06
7.984375	-2.78E-08	8.47E-07	3.18E-06
7.986328125	-8.39E-08	2.83E-07	2.33E-06
7.98828125	-2.14E-07	-1.11E-07	4.33E-07
7.990234375	-2.63E-07	-5.04E-07	-5.81E-07
7.9921875	-3.38E-07	-6.73E-07	-8.73E-07
7.994140625	-6.01E-07	-5.78E-07	-1.92E-06
7.99609375	-8.76E-07	-4.15E-07	-2.14E-06
7.998046875	-1.14E-06	-8.73E-09	-1.28E-06
8	-1.52E-06	6.15E-07	-1.07E-06
8.001953125	-1.80E-06	1.16E-06	-4.25E-07
8.00390625	-1.90E-06	1.68E-06	9.99E-07
8.005859375	-1.99E-06	2.14E-06	1.31E-06
8.0078125	-2.01E-06	2.17E-06	1.45E-06
8.009765625	-1.91E-06	1.96E-06	2.34E-06
8.01171875	-1.83E-06	1.77E-06	2.16E-06
8.013671875	-1.67E-06	1.36E-06	1.50E-06
8.015625	-1.37E-06	7.24E-07	1.38E-06
8.017578125	-1.11E-06	6.62E-08	3.98E-07
8.01953125	-8.84E-07	-6.94E-07	-6.23E-07
8.021484375	-6.07E-07	-1.32E-06	-4.02E-07
8.0234375	-3.49E-07	-1.54E-06	-7.69E-07
8.025390625	-6.85E-08	-1.65E-06	-1.78E-06
8.02734375	3.00E-07	-1.63E-06	-1.91E-06
8.029296875	5.72E-07	-1.24E-06	-2.14E-06
8.03125	6.66E-07	-7.84E-07	-2.53E-06
8.033203125	7.48E-07	-3.28E-07	-1.73E-06
8.03515625	8.03E-07	2.88E-07	-1.05E-06
8.037109375	7.44E-07	7.87E-07	-1.12E-06
8.0390625	6.84E-07	1.08E-06	-4.22E-07
8.041015625	6.34E-07	1.37E-06	3.46E-07
8.04296875	4.65E-07	1.44E-06	5.19E-07
8.044921875	2.44E-07	1.19E-06	1.48E-06
8.046875	5.79E-08	8.68E-07	2.41E-06
8.048828125	-1.24E-07	3.98E-07	2.21E-06
8.05078125	-2.34E-07	-2.97E-07	2.21E-06
8.052734375	-2.38E-07	-8.72E-07	2.08E-06
8.0546875	-2.33E-07	-1.30E-06	9.07E-07
8.056640625	-1.17E-07	-1.69E-06	5.63E-08
8.05859375	2.34E-07	-1.80E-06	-7.01E-07
8.060546875	6.48E-07	-1.70E-06	-2.27E-06
8.0625	1.07E-06	-1.61E-06	-3.06E-06
8.064453125	1.55E-06	-1.34E-06	-2.81E-06
8.06640625	1.97E-06	-8.51E-07	-2.73E-06
8.068359375	2.29E-06	-4.13E-07	-2.02E-06
8.0703125	2.59E-06	4.10E-08	-6.35E-07
8.072265625	2.82E-06	5.34E-07	1.51E-07
8.07421875	2.91E-06	8.36E-07	1.08E-06
8.076171875	2.98E-06	9.66E-07	2.59E-06
8.078125	3.06E-06	9.34E-07	3.33E-06
8.080078125	3.05E-06	6.05E-07	3.47E-06
8.08203125	3.12E-06	1.63E-07	3.44E-06
8.083984375	3.28E-06	-2.64E-07	2.38E-06
8.0859375	3.32E-06	-8.10E-07	1.02E-06
8.087890625	3.25E-06	-1.38E-06	2.99E-07
8.08984375	3.16E-06	-1.86E-06	-6.77E-07
8.091796875	2.97E-06	-2.33E-06	-1.64E-06
8.09375	2.73E-06	-2.67E-06	-1.91E-06
8.095703125	2.59E-06	-2.65E-06	-2.35E-06
8.09765625	2.46E-06	-2.39E-06	-2.68E-06
8.099609375	2.24E-06	-2.01E-06	-2.01E-06
8.1015625	2.05E-06	-1.49E-06	-1.11E-06
8.103515625	1.88E-06	-9.65E-07	-2.28E-07
8.10546875	1.69E-06	-5.47E-07	1.05E-06
8.107421875	1.52E-06	-1.72E-07	1.66E-06
8.109375	1.34E-06	8.75E-08	1.49E-06
8.111328125	1.10E-06	1.90E-07	1.73E-06
8.11328125	9.21E-07	1.87E-07	1.88E-06
8.115234375	8.24E-07	-6.57E-08	1.43E-06
8.1171875	7.62E-07	-6.67E-07	1.05E-06
8.119140625	7.45E-07	-1.39E-06	5.25E-07
8.12109375	7.06E-07	-2.04E-06	-1.55E-07
8.123046875	5.58E-07	-2.59E-06	-3.31E-07
8.125	4.44E-07	-2.95E-06	-6.58E-07
8.126953125	4.54E-07	-3.11E-06	-1.41E-06
8.12890625	4.03E-07	-3.07E-06	-1.82E-06
8.130859375	2.19E-07	-2.78E-06	-2.11E-06
8.1328125	-8.43E-08	-2.30E-06	-2.30E-06
8.134765625	-6.03E-07	-1.78E-06	-1.73E-06
8.13671875	-1.22E-06	-1.23E-06	-1.10E-06
8.138671875	-1.76E-06	-6.63E-07	-8.85E-07
8.140625	-2.36E-06	-1.75E-07	-3.36E-07
8.142578125	-3.06E-06	1.77E-07	3.10E-07
8.14453125	-3.64E-06	3.32E-07	6.79E-07
8.146484375	-4.04E-06	2.73E-07	1.39E-06
8.1484375	-4.30E-06	4.86E-08	1.97E-06
8.150390625	-4.38E-06	-2.93E-07	1.79E-06
8.15234375	-4.37E-06	-6.88E-07	1.54E-06
8.154296875	-4.37E-06	-1.01E-06	1.16E-06
8.15625	-4.22E-06	-1.18E-06	2.80E-07
8.158203125	-3.97E-06	-1.23E-06	-3.06E-07
8.16015625	-3.85E-06	-1.16E-06	-7.52E-07
8.162109375	-3.74E-06	-9.15E-07	-1.64E-06
8.1640625	-3.58E-06	-5.26E-07	-2.16E-06
8.166015625	-3.55E-06	7.60E-09	-2.28E-06
8.16796875	-3.56E-06	6.32E-07	-2.46E-06
8.169921875	-3.52E-06	1.30E-06	-1.89E-06
8.171875	-3.55E-06	1.97E-06	-8.00E-07
8.173828125	-3.60E-06	2.51E-06	-2.05E-07
8.17578125	-3.63E-06	2.87E-06	6.20E-07
8.177734375	-3.79E-06	3.05E-06	1.71E-06
8.1796875	-4.05E-06	3.06E-06	1.89E-06
8.181640625	-4.29E-06	2.98E-06	1.87E-06
8.18359375	-4.56E-06	2.86E-06	2.10E-06
8.185546875	-4.74E-06	2.59E-06	1.42E-06
8.1875	-4.78E-06	2.15E-06	5.09E-07
8.189453125	-4.85E-06	1.65E-06	2.83E-07
8.19140625	-4.89E-06	1.21E-06	-3.32E-07
8.193359375	-4.71E-06	9.01E-07	-1.02E-06
8.1953125	-4.38E-06	7.93E-07	-1.14E-06
8.197265625	-3.94E-06	9.20E-07	-1.84E-06
8.19921875	-3.35E-06	1.21E-06	-2.57E-06
8.201171875	-2.80E-06	1.60E-06	-2.00E-06
8.203125	-2.35E-06	2.09E-06	-1.25E-06
8.205078125	-1.88E-06	2.61E-06	-5.55E-07
8.20703125	-1.47E-06	3.03E-06	7.61E-07
8.208984375	-1.15E-06	3.36E-06	1.41E-06
8.2109375	-7.83E-07	3.53E-06	1.31E-06
8.212890625	-4.25E-07	3.45E-06	1.90E-06
8.21484375	-1.39E-07	3.20E-06	2.29E-06
8.216796875	2.27E-07	2.75E-06	1.85E-06
8.21875	6.27E-07	2.09E-06	1.74E-06
8.220703125	9.55E-07	1.41E-06	1.40E-06
8.22265625	1.30E-06	8.46E-07	3.05E-07
8.224609375	1.56E-06	3.04E-07	-1.27E-07
8.2265625	1.68E-06	-1.65E-07	-3.41E-07
8.228515625	1.91E-06	-4.33E-07	-1.46E-06
8.23046875	2.19E-06	-5.33E-07	-2.05E-06
8.232421875	2.28E-06	-4.26E-07	-1.88E-06
8.234375	2.25E-06	-8.96E-08	-2.17E-06
8.236328125	2.17E-06	3.04E-07	-1.86E-06
8.23828125	1.99E-06	7.34E-07	-1.00E-06
